src/main/resources/data/resumes/station.txt
Size of objects array: 9073
Elements saved on DataBase:

Station [codename=null, latitude=0.0, longitude=0.0, basin=null]
Station [codename=677003, latitude=-60700.0, longitude=-775600.0, basin=-]
Station [codename=677004, latitude=-61800.0, longitude=-772500.0, basin=-]
Station [codename=677005, latitude=-60200.0, longitude=-770900.0, basin=-]
Station [codename=677006, latitude=-60800.0, longitude=-770600.0, basin=-]
Station [codename=678000, latitude=-65200.0, longitude=-780900.0, basin=-]
Station [codename=678001, latitude=-62300.0, longitude=-784900.0, basin=-]
Station [codename=678002, latitude=-62600.0, longitude=-783900.0, basin=-]
Station [codename=678003, latitude=-62300.0, longitude=-783700.0, basin=-]
Station [codename=678004, latitude=-64100.0, longitude=-783100.0, basin=-]
Station [codename=678005, latitude=-64600.0, longitude=-783700.0, basin=-]
Station [codename=678006, latitude=-64900.0, longitude=-782400.0, basin=-]
Station [codename=678007, latitude=-65400.0, longitude=-783200.0, basin=-]
Station [codename=678008, latitude=-63900.0, longitude=-782800.0, basin=-]
Station [codename=678009, latitude=-63400.0, longitude=-782700.0, basin=-]
Station [codename=678010, latitude=-63700.0, longitude=-783500.0, basin=-]
Station [codename=678011, latitude=-62900.0, longitude=-782800.0, basin=-]
Station [codename=678012, latitude=-63800.0, longitude=-783200.0, basin=-]
Station [codename=678013, latitude=-64400.0, longitude=-783200.0, basin=-]
Station [codename=678014, latitude=-64700.0, longitude=-783100.0, basin=-]
Station [codename=678015, latitude=-64100.0, longitude=-783200.0, basin=-]
Station [codename=678016, latitude=-62800.0, longitude=-785300.0, basin=-]
Station [codename=678017, latitude=-63400.0, longitude=-784400.0, basin=-]
Station [codename=678018, latitude=-63300.0, longitude=-783900.0, basin=-]
Station [codename=678019, latitude=-62700.0, longitude=-785800.0, basin=-]
Station [codename=678020, latitude=-64400.0, longitude=-783200.0, basin=-]
Station [codename=678021, latitude=-63400.0, longitude=-785200.0, basin=-]
Station [codename=678022, latitude=-62900.0, longitude=-782800.0, basin=-]
Station [codename=678023, latitude=-65200.0, longitude=-780900.0, basin=-]
Station [codename=679000, latitude=-60200.0, longitude=-790700.0, basin=-]
Station [codename=679001, latitude=-60300.0, longitude=-791800.0, basin=-]
Station [codename=679002, latitude=-60300.0, longitude=-791600.0, basin=-]
Station [codename=679003, latitude=-60800.0, longitude=-792400.0, basin=-]
Station [codename=679004, latitude=-60600.0, longitude=-790900.0, basin=-]
Station [codename=679005, latitude=-61600.0, longitude=-790200.0, basin=-]
Station [codename=679006, latitude=-62100.0, longitude=-790700.0, basin=-]
Station [codename=679007, latitude=-61600.0, longitude=-795700.0, basin=-]
Station [codename=679008, latitude=-62200.0, longitude=-791100.0, basin=-]
Station [codename=679009, latitude=-61500.0, longitude=-790400.0, basin=-]
Station [codename=679010, latitude=-60800.0, longitude=-790100.0, basin=-]
Station [codename=679011, latitude=-60500.0, longitude=-790900.0, basin=-]
Station [codename=679012, latitude=-64700.0, longitude=-795000.0, basin=-]
Station [codename=679013, latitude=-64100.0, longitude=-795300.0, basin=-]
Station [codename=734000, latitude=-71600.0, longitude=-345400.0, basin=-]
Station [codename=734001, latitude=-70800.0, longitude=-345900.0, basin=-]
Station [codename=734002, latitude=-70800.0, longitude=-345300.0, basin=-]
Station [codename=734003, latitude=-70700.0, longitude=-345300.0, basin=-]
Station [codename=734004, latitude=-70800.0, longitude=-345300.0, basin=-]
Station [codename=734006, latitude=-70600.0, longitude=-345200.0, basin=-]
Station [codename=734007, latitude=-72400.0, longitude=-345400.0, basin=-]
Station [codename=734008, latitude=-72600.0, longitude=-345500.0, basin=-]
Station [codename=734009, latitude=-73700.0, longitude=-345900.0, basin=-]
Station [codename=734011, latitude=-75000.0, longitude=-345400.0, basin=-]
Station [codename=734012, latitude=-74000.0, longitude=-345600.0, basin=-]
Station [codename=734014, latitude=-70700.0, longitude=-345300.0, basin=-]
Station [codename=734021, latitude=-73400.0, longitude=-345900.0, basin=-]
Station [codename=734024, latitude=-70900.0, longitude=-345400.0, basin=-]
Station [codename=734025, latitude=-71500.0, longitude=-345900.0, basin=-]
Station [codename=734026, latitude=-71200.0, longitude=-345900.0, basin=-]
Station [codename=734027, latitude=-72000.0, longitude=-345900.0, basin=-]
Station [codename=734028, latitude=-71700.0, longitude=-345700.0, basin=-]
Station [codename=734029, latitude=-71000.0, longitude=-345400.0, basin=-]
Station [codename=734030, latitude=-70600.0, longitude=-344900.0, basin=-]
Station [codename=734031, latitude=-70500.0, longitude=-345400.0, basin=-]
Station [codename=734032, latitude=-70500.0, longitude=-345200.0, basin=-]
Station [codename=734033, latitude=-75400.0, longitude=-345400.0, basin=-]
Station [codename=735001, latitude=-74200.0, longitude=-354200.0, basin=-]
Station [codename=735002, latitude=-74200.0, longitude=-354000.0, basin=-]
Station [codename=735003, latitude=-70200.0, longitude=-352900.0, basin=-]
Station [codename=735006, latitude=-70600.0, longitude=-351400.0, basin=-]
Station [codename=735007, latitude=-70600.0, longitude=-351700.0, basin=-]
Station [codename=735009, latitude=-70146.0, longitude=-352805.0, basin=-]
Station [codename=735010, latitude=-71800.0, longitude=-352900.0, basin=-]
Station [codename=735011, latitude=-74400.0, longitude=-354900.0, basin=-]
Station [codename=735012, latitude=-73200.0, longitude=-354900.0, basin=-]
Station [codename=735015, latitude=-72000.0, longitude=-352000.0, basin=-]
Station [codename=735017, latitude=-71700.0, longitude=-353700.0, basin=-]
Station [codename=735018, latitude=-72100.0, longitude=-354800.0, basin=-]
Station [codename=735019, latitude=-70900.0, longitude=-350500.0, basin=-]
Station [codename=735021, latitude=-71200.0, longitude=-355000.0, basin=-]
Station [codename=735024, latitude=-71300.0, longitude=-355200.0, basin=-]
Station [codename=735025, latitude=-71300.0, longitude=-355300.0, basin=-]
Station [codename=735026, latitude=-71300.0, longitude=-355200.0, basin=-]
Station [codename=735028, latitude=-73200.0, longitude=-355900.0, basin=-]
Station [codename=735029, latitude=-73100.0, longitude=-354100.0, basin=-]
Station [codename=735030, latitude=-70400.0, longitude=-354700.0, basin=-]
Station [codename=735031, latitude=-70500.0, longitude=-353800.0, basin=-]
Station [codename=735033, latitude=-70300.0, longitude=-353800.0, basin=-]
Station [codename=735034, latitude=-70300.0, longitude=-353800.0, basin=-]
Station [codename=735035, latitude=-70700.0, longitude=-352100.0, basin=-]
Station [codename=735036, latitude=-70748.0, longitude=-350251.0, basin=-]
Station [codename=735037, latitude=-75800.0, longitude=-355300.0, basin=-]
Station [codename=735038, latitude=-73500.0, longitude=-351200.0, basin=-]
Station [codename=735039, latitude=-73500.0, longitude=-351200.0, basin=-]
Station [codename=735040, latitude=-74400.0, longitude=-352900.0, basin=-]
Station [codename=735041, latitude=-74800.0, longitude=-353500.0, basin=-]
Station [codename=735045, latitude=-74700.0, longitude=-352200.0, basin=-]
Station [codename=735046, latitude=-75100.0, longitude=-351500.0, basin=-]
Station [codename=735048, latitude=-73500.0, longitude=-350600.0, basin=-]
Station [codename=735049, latitude=-75500.0, longitude=-351700.0, basin=-]
Station [codename=735050, latitude=-75805.0, longitude=-350924.0, basin=-]
Station [codename=735051, latitude=-75700.0, longitude=-352100.0, basin=-]
Station [codename=735052, latitude=-73400.0, longitude=-350000.0, basin=-]
Station [codename=735055, latitude=-73400.0, longitude=-350000.0, basin=-]
Station [codename=735056, latitude=-74000.0, longitude=-350600.0, basin=-]
Station [codename=735058, latitude=-75200.0, longitude=-352800.0, basin=-]
Station [codename=735059, latitude=-75200.0, longitude=-352800.0, basin=-]
Station [codename=735060, latitude=-73300.0, longitude=-352700.0, basin=-]
Station [codename=735061, latitude=-74100.0, longitude=-353100.0, basin=-]
Station [codename=735062, latitude=-74400.0, longitude=-351400.0, basin=-]
Station [codename=735065, latitude=-75400.0, longitude=-351000.0, basin=-]
Station [codename=735066, latitude=-75339.0, longitude=-351024.0, basin=-]
Station [codename=735067, latitude=-75634.0, longitude=-353803.0, basin=-]
Station [codename=735068, latitude=-75000.0, longitude=-354500.0, basin=-]
Station [codename=735069, latitude=-75000.0, longitude=-354300.0, basin=-]
Station [codename=735071, latitude=-75000.0, longitude=-354500.0, basin=-]
Station [codename=735072, latitude=-72500.0, longitude=-350700.0, basin=-]
Station [codename=735073, latitude=-72500.0, longitude=-350700.0, basin=-]
Station [codename=735074, latitude=-73100.0, longitude=-351900.0, basin=-]
Station [codename=735075, latitude=-73100.0, longitude=-351900.0, basin=-]
Station [codename=735076, latitude=-73100.0, longitude=-351900.0, basin=-]
Station [codename=735078, latitude=-74300.0, longitude=-354000.0, basin=-]
Station [codename=735080, latitude=-74000.0, longitude=-350800.0, basin=-]
Station [codename=735081, latitude=-75400.0, longitude=-350800.0, basin=-]
Station [codename=735084, latitude=-75800.0, longitude=-350400.0, basin=-]
Station [codename=735085, latitude=-75500.0, longitude=-355900.0, basin=-]
Station [codename=735086, latitude=-75500.0, longitude=-355900.0, basin=-]
Station [codename=735087, latitude=-74000.0, longitude=-351900.0, basin=-]
Station [codename=735088, latitude=-73500.0, longitude=-352000.0, basin=-]
Station [codename=735093, latitude=-72500.0, longitude=-350600.0, basin=-]
Station [codename=735096, latitude=-73900.0, longitude=-351800.0, basin=-]
Station [codename=735097, latitude=-74100.0, longitude=-353100.0, basin=-]
Station [codename=735098, latitude=-70000.0, longitude=-350000.0, basin=-]
Station [codename=735099, latitude=-75600.0, longitude=-353900.0, basin=-]
Station [codename=735100, latitude=-75244.0, longitude=-352707.0, basin=-]
Station [codename=735101, latitude=-71400.0, longitude=-350700.0, basin=-]
Station [codename=735102, latitude=-74500.0, longitude=-351400.0, basin=-]
Station [codename=735124, latitude=-73142.0, longitude=-355959.0, basin=-]
Station [codename=735125, latitude=-75900.0, longitude=-350300.0, basin=-]
Station [codename=735127, latitude=-72000.0, longitude=-350500.0, basin=-]
Station [codename=735128, latitude=-71100.0, longitude=-350100.0, basin=-]
Station [codename=735129, latitude=-71300.0, longitude=-350600.0, basin=-]
Station [codename=735130, latitude=-71500.0, longitude=-350700.0, basin=-]
Station [codename=735131, latitude=-71800.0, longitude=-350900.0, basin=-]
Station [codename=735132, latitude=-71700.0, longitude=-350500.0, basin=-]
Station [codename=735133, latitude=-72200.0, longitude=-350700.0, basin=-]
Station [codename=735134, latitude=-72200.0, longitude=-350300.0, basin=-]
Station [codename=735135, latitude=-71600.0, longitude=-350200.0, basin=-]
Station [codename=735136, latitude=-71600.0, longitude=-350300.0, basin=-]
Station [codename=735137, latitude=-73500.0, longitude=-351200.0, basin=-]
Station [codename=735138, latitude=-74700.0, longitude=-353600.0, basin=-]
Station [codename=735139, latitude=-74500.0, longitude=-352200.0, basin=-]
Station [codename=735140, latitude=-75000.0, longitude=-351500.0, basin=-]
Station [codename=735141, latitude=-75700.0, longitude=-352100.0, basin=-]
Station [codename=735142, latitude=-75700.0, longitude=-355700.0, basin=-]
Station [codename=735143, latitude=-75200.0, longitude=-353600.0, basin=-]
Station [codename=735144, latitude=-75200.0, longitude=-352800.0, basin=-]
Station [codename=735145, latitude=-73300.0, longitude=-352700.0, basin=-]
Station [codename=735146, latitude=-74200.0, longitude=-353200.0, basin=-]
Station [codename=735147, latitude=-74400.0, longitude=-353600.0, basin=-]
Station [codename=735148, latitude=-75600.0, longitude=-353900.0, basin=-]
Station [codename=735149, latitude=-75500.0, longitude=-354000.0, basin=-]
Station [codename=735150, latitude=-75000.0, longitude=-355400.0, basin=-]
Station [codename=735151, latitude=-75900.0, longitude=-350300.0, basin=-]
Station [codename=735152, latitude=-73500.0, longitude=-353100.0, basin=-]
Station [codename=735153, latitude=-75000.0, longitude=-354600.0, basin=-]
Station [codename=735154, latitude=-73100.0, longitude=-351900.0, basin=-]
Station [codename=735155, latitude=-75400.0, longitude=-355800.0, basin=-]
Station [codename=735156, latitude=-73900.0, longitude=-351900.0, basin=-]
Station [codename=735157, latitude=-75034.0, longitude=-351057.0, basin=-]
Station [codename=735158, latitude=-75117.0, longitude=-354552.0, basin=-]
Station [codename=735159, latitude=-75436.0, longitude=-355919.0, basin=-]
Station [codename=735160, latitude=-70100.0, longitude=-355200.0, basin=-]
Station [codename=735161, latitude=-72300.0, longitude=-353900.0, basin=-]
Station [codename=735162, latitude=-71000.0, longitude=-353300.0, basin=-]
Station [codename=735163, latitude=-71100.0, longitude=-354400.0, basin=-]
Station [codename=735164, latitude=-72000.0, longitude=-353000.0, basin=-]
Station [codename=735165, latitude=-70900.0, longitude=-355700.0, basin=-]
Station [codename=735166, latitude=-75200.0, longitude=-350300.0, basin=-]
Station [codename=736000, latitude=-71303.0, longitude=-364944.0, basin=-]
Station [codename=736002, latitude=-71200.0, longitude=-365000.0, basin=-]
Station [codename=736003, latitude=-73900.0, longitude=-365600.0, basin=-]
Station [codename=736004, latitude=-74000.0, longitude=-364700.0, basin=-]
Station [codename=736005, latitude=-71300.0, longitude=-363800.0, basin=-]
Station [codename=736006, latitude=-70700.0, longitude=-362500.0, basin=-]
Station [codename=736007, latitude=-70400.0, longitude=-362200.0, basin=-]
Station [codename=736008, latitude=-70400.0, longitude=-362200.0, basin=-]
Station [codename=736009, latitude=-72900.0, longitude=-364000.0, basin=-]
Station [codename=736010, latitude=-70600.0, longitude=-365100.0, basin=-]
Station [codename=736011, latitude=-72300.0, longitude=-364900.0, basin=-]
Station [codename=736012, latitude=-72400.0, longitude=-363200.0, basin=-]
Station [codename=736013, latitude=-74200.0, longitude=-360900.0, basin=-]
Station [codename=736014, latitude=-70400.0, longitude=-360400.0, basin=-]
Station [codename=736015, latitude=-70400.0, longitude=-363500.0, basin=-]
Station [codename=736016, latitude=-71600.0, longitude=-362900.0, basin=-]
Station [codename=736017, latitude=-73700.0, longitude=-363700.0, basin=-]
Station [codename=736018, latitude=-74800.0, longitude=-364000.0, basin=-]
